# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-B" "-C" "-P" "--fracOverlap" "0.5" "-T" "1" "-s" "2" "-a" "all.gff" "-t" "CDS" "-g" "locus_tag" "-o" "PD_122_R6_S05#2_cds.txt" "PD_122_R6_S05#2.bam" 
Geneid	Chr	Start	End	Strand	Length	PD_122_R6_S05#2.bam
b2210	NC_000913.3	2305108	2306754	-	1647	191
b2211	NC_000913.3	2306972	2308615	-	1644	1076
b2212	NC_000913.3	2308691	2309341	-	651	151
b2213	NC_000913.3	2309341	2310405	-	1065	467
b2214	NC_000913.3	2310479	2311534	-	1056	133
b2215	NC_000913.3	2311646	2312749	-	1104	102521
b2216	NC_000913.3	2313488	2316160	+	2673	3845
b2217	NC_000913.3	2316177	2316827	+	651	4211
b2218	NC_000913.3	2317027	2319876	-	2850	1547
b2219	NC_000913.3	2320043	2321869	+	1827	267
b2220	NC_000913.3	2321866	2323251	+	1386	332
b2221	NC_000913.3	2323447	2324109	+	663	102
b2222	NC_000913.3	2324109	2324759	+	651	51
b2223	NC_000913.3	2324756	2326078	+	1323	101
b2224	NC_000913.3	2326109	2327293	+	1185	144
b2225	NC_000913.3	2327367	2328143	-	777	63
b2226	NC_000913.3	2328148	2329797	-	1650	85
b4500	NC_000913.3	2329798	2334402	-	4605	169
b2229	NC_000913.3	2334336	2334959	-	624	8
b2230	NC_000913.3	2334956	2336644	-	1689	78
b2231	NC_000913.3	2336793	2339420	-	2628	5336
b2232	NC_000913.3	2339567	2340289	+	723	1053
b2233	NC_000913.3	2340417	2344169	-	3753	507
b4605	NC_000913.3	2344594	2344737	-	144	5
b2234	NC_000913.3	2344865	2347150	+	2286	1962
b2235	NC_000913.3	2347384	2348514	+	1131	1223
b2236	NC_000913.3	2348514	2348768	+	255	145
b2237	NC_000913.3	2348822	2349472	-	651	717
b2238	NC_000913.3	2349687	2349893	+	207	6
b2239	NC_000913.3	2349935	2351011	-	1077	818
b2240	NC_000913.3	2351016	2352374	-	1359	354
b2241	NC_000913.3	2352647	2354275	+	1629	24
b2242	NC_000913.3	2354265	2355524	+	1260	36
b2243	NC_000913.3	2355521	2356711	+	1191	49
b2244	NC_000913.3	2356904	2357803	+	900	283
b4543	NC_000913.3	2357816	2358001	+	186	277
b2245	NC_000913.3	2358042	2358845	-	804	88
b2246	NC_000913.3	2358863	2360152	-	1290	92
b2247	NC_000913.3	2360209	2361414	-	1206	442
b2248	NC_000913.3	2361429	2362211	-	783	50
b2249	NC_000913.3	2362431	2363633	-	1203	786
b2250	NC_000913.3	2363733	2364275	-	543	100
b2251	NC_000913.3	2364554	2364979	+	426	82
b2252	NC_000913.3	2365018	2365620	-	603	16
b2253	NC_000913.3	2365910	2367067	+	1158	371
b2254	NC_000913.3	2367071	2368039	+	969	188
b2255	NC_000913.3	2368039	2370021	+	1983	595
b2256	NC_000913.3	2370018	2370908	+	891	146
b2257	NC_000913.3	2370908	2372560	+	1653	253
b4544	NC_000913.3	2372557	2372892	+	336	78
b2258	NC_000913.3	2372892	2373278	+	387	51
b2259	NC_000913.3	2373272	2373538	-	267	151
b2260	NC_000913.3	2373648	2375003	-	1356	337
b2261	NC_000913.3	2375000	2375962	-	963	576
b2262	NC_000913.3	2375962	2376819	-	858	693
b2263	NC_000913.3	2376834	2377592	-	759	199
b2264	NC_000913.3	2377589	2379259	-	1671	539
b2265	NC_000913.3	2379348	2380643	-	1296	1071
b2266	NC_000913.3	2380722	2381027	-	306	7627
b2267	NC_000913.3	2381082	2381543	-	462	379
b2268	NC_000913.3	2381608	2382525	+	918	315
b2269	NC_000913.3	2382713	2383924	+	1212	14
b2270	NC_000913.3	2383995	2385722	-	1728	43
b2271	NC_000913.3	2385860	2386831	+	972	5
b2272	NC_000913.3	2386934	2387437	+	504	43
b2273	NC_000913.3	2387710	2388426	-	717	8
b2274	NC_000913.3	2388635	2389057	+	423	25
b2275	NC_000913.3	2389116	2389964	+	849	67
b2276	NC_000913.3	2390048	2391505	-	1458	3725
b2277	NC_000913.3	2391512	2393041	-	1530	3694
b2278	NC_000913.3	2393205	2395046	-	1842	3423
b2279	NC_000913.3	2395043	2395345	-	303	400
b2280	NC_000913.3	2395342	2395896	-	555	1364
b2281	NC_000913.3	2395908	2396450	-	543	1080
b2282	NC_000913.3	2396465	2397442	-	978	2482
b2283	NC_000913.3	2397439	2400165	-	2727	8542
b2284	NC_000913.3	2400218	2401555	-	1338	3451
b2285	NC_000913.3	2401552	2402052	-	501	2228
b2286	NC_000913.3	2402055	2403845	-	1791	6888
b2287	NC_000913.3	2403951	2404613	-	663	4253
b2288	NC_000913.3	2404629	2405072	-	444	4095
b2289	NC_000913.3	2405703	2406641	-	939	2354
b2290	NC_000913.3	2407561	2408778	+	1218	2495
b2291	NC_000913.3	2408862	2409461	+	600	170
b2292	NC_000913.3	2409520	2411352	-	1833	615
b2293	NC_000913.3	2411439	2412089	-	651	1032
b2294	NC_000913.3	2412100	2412594	-	495	1140
b2295	NC_000913.3	2412677	2413132	-	456	1755
b2296	NC_000913.3	2413470	2414672	+	1203	3463
b2297	NC_000913.3	2414747	2416891	+	2145	2388
b2298	NC_000913.3	2417081	2418601	+	1521	81
b2299	NC_000913.3	2418634	2419176	-	543	1017
b2300	NC_000913.3	2419234	2419788	-	555	1047
b2301	NC_000913.3	2419841	2420485	-	645	579
b2302	NC_000913.3	2420621	2421268	+	648	503
b2303	NC_000913.3	2421325	2421687	+	363	1162
b2304	NC_000913.3	2421708	2422601	+	894	2492
b2305	NC_000913.3	2422649	2423539	-	891	203
b2306	NC_000913.3	2423736	2424509	-	774	537
b2307	NC_000913.3	2424517	2425233	-	717	553
b2308	NC_000913.3	2425230	2425916	-	687	930
b2309	NC_000913.3	2426006	2426788	-	783	3812
b2310	NC_000913.3	2427009	2427791	-	783	7347
b2311	NC_000913.3	2428057	2428626	-	570	255
b2312	NC_000913.3	2428721	2430238	-	1518	3600
b2313	NC_000913.3	2430275	2430763	-	489	2256
b2314	NC_000913.3	2431022	2431684	-	663	1510
b2315	NC_000913.3	2431674	2432942	-	1269	1029
b2316	NC_000913.3	2433012	2433926	-	915	5911
b2317	NC_000913.3	2434082	2434741	-	660	1170
b2318	NC_000913.3	2434824	2435636	-	813	1065
b2319	NC_000913.3	2435636	2436649	-	1014	885
b2320	NC_000913.3	2436715	2437851	-	1137	1768
b2321	NC_000913.3	2437950	2438945	+	996	436
b2322	NC_000913.3	2438942	2440120	-	1179	77
b2323	NC_000913.3	2440385	2441605	-	1221	18297
b2324	NC_000913.3	2441764	2443770	+	2007	759
b2325	NC_000913.3	2443891	2444169	-	279	202
b2326	NC_000913.3	2444203	2444751	-	549	626
b2327	NC_000913.3	2444751	2445560	-	810	629
b2328	NC_000913.3	2445560	2446384	-	825	636
b2329	NC_000913.3	2446388	2447473	-	1086	2320
b2330	NC_000913.3	2447508	2448440	-	933	2177
b2331	NC_000913.3	2448606	2449157	+	552	702
b2332	NC_000913.3	2449228	2450049	-	822	1112
b2333	NC_000913.3	2450051	2450590	-	540	20
b2334	NC_000913.3	2450587	2451075	-	489	14
b2335	NC_000913.3	2451072	2451584	-	513	13
b2336	NC_000913.3	2451584	2452336	-	753	7
b4661	NC_000913.3	2452356	2455001	-	2646	296
b2339	NC_000913.3	2455083	2455646	-	564	2
b2340	NC_000913.3	2456327	2456812	-	486	2735
b2341	NC_000913.3	2457015	2459159	-	2145	2523
b2342	NC_000913.3	2459159	2460469	-	1311	1174
b2343	NC_000913.3	2460650	2460934	-	285	327
b2344	NC_000913.3	2461306	2462646	+	1341	4680
b2345	NC_000913.3	2463012	2464070	+	1059	11
b2346	NC_000913.3	2464252	2465007	-	756	1440
b2347	NC_000913.3	2465301	2466233	+	933	402
b2349	NC_000913.3	2466545	2467702	+	1158	142
b2350	NC_000913.3	2467855	2468217	+	363	275
b2351	NC_000913.3	2468214	2469134	+	921	814
b2352	NC_000913.3	2469131	2470462	+	1332	72
b2354	NC_000913.3	2471077	2471517	-	441	71
b2355	NC_000913.3	2471544	2472062	-	519	7
b2356	NC_000913.3	2472112	2472387	-	276	1
b2357	NC_000913.3	2472387	2472881	-	495	1
b2358	NC_000913.3	2472878	2473246	-	369	2
b2359	NC_000913.3	2473604	2473966	+	363	13
b2360	NC_000913.3	2474032	2474856	+	825	35
b2361	NC_000913.3	2474984	2475520	+	537	0
b2362	NC_000913.3	2475511	2475873	+	363	3
b2363	NC_000913.3	2475873	2476178	+	306	3
b4545	NC_000913.3	2476094	2476234	+	141	0
b4501	NC_000913.3	2476310	2476510	+	201	234
b2364	NC_000913.3	2476694	2477629	-	936	172
b2365	NC_000913.3	2477847	2479184	+	1338	55
b2366	NC_000913.3	2479202	2480530	+	1329	214
b2367	NC_000913.3	2480638	2482176	-	1539	25
b2368	NC_000913.3	2482176	2483339	-	1164	20
b2369	NC_000913.3	2483755	2484369	+	615	814
b2370	NC_000913.3	2484374	2487967	+	3594	776
b2371	NC_000913.3	2488023	2489168	-	1146	94
b2372	NC_000913.3	2489242	2490186	-	945	25
b2373	NC_000913.3	2490256	2491950	-	1695	37
b2374	NC_000913.3	2492004	2493254	-	1251	36
b2375	NC_000913.3	2493767	2494402	-	636	18
b2376	NC_000913.3	2494698	2494973	+	276	4
b2377	NC_000913.3	2495050	2495292	-	243	266
b2378	NC_000913.3	2495645	2496565	+	921	219
b4680	NC_000913.3	2496921	2496992	+	72	10
b2379	NC_000913.3	2497057	2498295	-	1239	1108
b2380	NC_000913.3	2498671	2500368	+	1698	307
b2381	NC_000913.3	2500383	2501117	+	735	348
b2382	NC_000913.3	2501130	2501987	+	858	248
b2383	NC_000913.3	2501990	2504485	-	2496	88
b2384	NC_000913.3	2504510	2505547	-	1038	24
b2385	NC_000913.3	2505547	2506632	-	1086	24
b2386	NC_000913.3	2506647	2507894	-	1248	50
b2387	NC_000913.3	2507916	2508242	-	327	10
b2388	NC_000913.3	2508461	2509426	-	966	1319
b2389	NC_000913.3	2509630	2510886	+	1257	291
b2390	NC_000913.3	2511001	2511327	+	327	209
b2392	NC_000913.3	2511468	2512706	-	1239	1848
b2393	NC_000913.3	2513042	2514244	+	1203	1196
b2394	NC_000913.3	2514331	2515443	+	1113	459
b2395	NC_000913.3	2515643	2517832	-	2190	478
b2398	NC_000913.3	2518467	2518811	+	345	528
b2399	NC_000913.3	2518813	2519205	+	393	350
b2400	NC_000913.3	2519257	2520672	-	1416	3556
b2405	NC_000913.3	2521593	2522477	-	885	294
b2406	NC_000913.3	2522729	2523985	-	1257	149
b2407	NC_000913.3	2524045	2524878	-	834	30
b2408	NC_000913.3	2525127	2525891	+	765	123
b2409	NC_000913.3	2525930	2526856	-	927	130
b2410	NC_000913.3	2526946	2527944	+	999	648
b4546	NC_000913.3	2527941	2528159	-	219	48
b2411	NC_000913.3	2528161	2530176	-	2016	1143
b2412	NC_000913.3	2530247	2531233	-	987	3852
b2413	NC_000913.3	2531463	2532224	+	762	615
b2414	NC_000913.3	2532409	2533380	+	972	22021
b2415	NC_000913.3	2533764	2534021	+	258	3961
b2416	NC_000913.3	2534066	2535793	+	1728	17762
b2417	NC_000913.3	2535834	2536343	+	510	13938
b2418	NC_000913.3	2536386	2537237	-	852	451
b2419	NC_000913.3	2537342	2537716	+	375	164
b2420	NC_000913.3	2537749	2538483	+	735	228
b2421	NC_000913.3	2538672	2539583	-	912	1151
b2422	NC_000913.3	2539717	2540814	-	1098	3489
b2423	NC_000913.3	2540804	2541679	-	876	1995
b2424	NC_000913.3	2541679	2542512	-	834	1624
b2425	NC_000913.3	2542512	2543528	-	1017	3069
b2426	NC_000913.3	2543832	2544623	-	792	2472
b2427	NC_000913.3	2544752	2545609	-	858	112
b2428	NC_000913.3	2545773	2546669	+	897	204
b2429	NC_000913.3	2546673	2548097	+	1425	206
b2430	NC_000913.3	2548102	2549406	+	1305	203
b2431	NC_000913.3	2549646	2550545	-	900	1238
b2432	NC_000913.3	2550641	2551216	-	576	575
b2433	NC_000913.3	2551277	2551726	-	450	191
b2434	NC_000913.3	2551713	2552138	-	426	446
b2435	NC_000913.3	2552352	2553221	+	870	500
b2436	NC_000913.3	2553225	2554124	+	900	275
b2437	NC_000913.3	2554130	2555182	-	1053	177
b2438	NC_000913.3	2555228	2555728	-	501	132
b2439	NC_000913.3	2555741	2556400	-	660	110
b2440	NC_000913.3	2556410	2557297	-	888	174
b2441	NC_000913.3	2557318	2558679	-	1362	151
b2442	NC_000913.3	2558858	2560066	+	1209	625
b2443	NC_000913.3	2560257	2560898	+	642	185
b2444	NC_000913.3	2561368	2561613	+	246	12
b2445	NC_000913.3	2561625	2561993	+	369	11
b2446	NC_000913.3	2562111	2562527	+	417	37
b2447	NC_000913.3	2562524	2563117	+	594	73
b2448	NC_000913.3	2563592	2563969	+	378	20
b2449	NC_000913.3	2563980	2564372	+	393	313
b2450	NC_000913.3	2564523	2565332	+	810	510
b2451	NC_000913.3	2565481	2566884	-	1404	65
b2452	NC_000913.3	2566881	2568107	-	1227	77
b2453	NC_000913.3	2568324	2569511	-	1188	28
b2454	NC_000913.3	2569501	2570337	-	837	30
b2455	NC_000913.3	2570348	2571751	-	1404	53
b2456	NC_000913.3	2571763	2572050	-	288	19
b2457	NC_000913.3	2572157	2572450	-	294	119
b2458	NC_000913.3	2572489	2573505	-	1017	141
b2459	NC_000913.3	2573502	2574305	-	804	77
b2460	NC_000913.3	2574302	2575003	-	702	63
b2461	NC_000913.3	2574978	2575457	-	480	53
b2462	NC_000913.3	2575470	2575805	-	336	35
b2463	NC_000913.3	2576098	2578377	-	2280	10546
b2464	NC_000913.3	2578666	2579616	+	951	4123
b2465	NC_000913.3	2579636	2581639	+	2004	7524
b2466	NC_000913.3	2581734	2582777	-	1044	175
b2467	NC_000913.3	2582903	2583478	-	576	251
b2468	NC_000913.3	2583546	2585525	-	1980	208
b2469	NC_000913.3	2585731	2587431	+	1701	358
b2470	NC_000913.3	2587595	2590708	+	3114	282
b4606	NC_000913.3	2590807	2590866	-	60	18
b2471	NC_000913.3	2591247	2591603	+	357	283
b2472	NC_000913.3	2591607	2592734	+	1128	1267
b4547	NC_000913.3	2592762	2592962	+	201	315
b2473	NC_000913.3	2593072	2593770	-	699	461
b2474	NC_000913.3	2593844	2595859	-	2016	680
b2475	NC_000913.3	2595874	2596737	-	864	1267
b2476	NC_000913.3	2596905	2597618	-	714	2731
b2477	NC_000913.3	2597831	2598865	-	1035	3373
b2478	NC_000913.3	2598882	2599760	-	879	6780
b2479	NC_000913.3	2599906	2600478	+	573	965
b2480	NC_000913.3	2600478	2600948	+	471	2164
b2481	NC_000913.3	2601201	2601818	+	618	4
b2482	NC_000913.3	2601818	2603836	+	2019	63
b2483	NC_000913.3	2603847	2604794	+	948	5
b2484	NC_000913.3	2604811	2606250	+	1440	10
b2485	NC_000913.3	2606262	2606912	+	651	15
b2486	NC_000913.3	2606917	2608497	+	1581	79
b2487	NC_000913.3	2608487	2610154	+	1668	90
b2488	NC_000913.3	2610164	2610709	+	546	26
b2489	NC_000913.3	2610706	2611464	+	759	42
b2490	NC_000913.3	2611457	2611870	+	414	19
b2491	NC_000913.3	2611900	2613912	+	2013	69
b2492	NC_000913.3	2613934	2614782	+	849	72
b2493	NC_000913.3	2614820	2615881	-	1062	658
b2494	NC_000913.3	2616094	2617557	+	1464	2639
b2495	NC_000913.3	2617578	2617937	+	360	702
b2496	NC_000913.3	2618075	2618776	-	702	486
b2497	NC_000913.3	2618871	2620160	-	1290	501
b2498	NC_000913.3	2620246	2620872	-	627	1895
b2499	NC_000913.3	2621197	2622234	+	1038	3694
b2500	NC_000913.3	2622234	2622872	+	639	1424
b2501	NC_000913.3	2623044	2625110	+	2067	2715
b2502	NC_000913.3	2625115	2626656	+	1542	1317
b2503	NC_000913.3	2626695	2628938	-	2244	102
b2504	NC_000913.3	2629290	2629481	+	192	437
b2505	NC_000913.3	2629792	2630310	+	519	25
b2506	NC_000913.3	2630326	2630865	+	540	47
b2507	NC_000913.3	2630958	2632535	-	1578	6029
b2508	NC_000913.3	2632604	2634070	-	1467	5546
b2509	NC_000913.3	2634232	2635602	+	1371	932
b2510	NC_000913.3	2635599	2635814	-	216	237
b2511	NC_000913.3	2635884	2637356	-	1473	2711
b2512	NC_000913.3	2637474	2638652	-	1179	3562
b2513	NC_000913.3	2638663	2639283	-	621	1761
b2514	NC_000913.3	2639301	2640575	-	1275	4285
b2515	NC_000913.3	2640686	2641804	-	1119	2573
b2516	NC_000913.3	2641831	2642844	-	1014	2951
b2517	NC_000913.3	2643129	2644283	-	1155	1767
b2518	NC_000913.3	2644433	2644864	-	432	1851
b2519	NC_000913.3	2645013	2647325	-	2313	383
b2520	NC_000913.3	2647326	2652287	-	4962	5374
b2521	NC_000913.3	2652494	2653339	+	846	2425
b2522	NC_000913.3	2654157	2654933	-	777	303
b2523	NC_000913.3	2655075	2656358	-	1284	717
b2524	NC_000913.3	2656536	2656736	-	201	289
b2525	NC_000913.3	2656748	2657083	-	336	398
b2526	NC_000913.3	2657085	2658935	-	1851	1874
b2527	NC_000913.3	2658952	2659467	-	516	515
b2528	NC_000913.3	2659563	2659886	-	324	3019
b2529	NC_000913.3	2659903	2660289	-	387	2809
b2530	NC_000913.3	2660317	2661531	-	1215	6088
b2531	NC_000913.3	2661643	2662131	-	489	2797
b2532	NC_000913.3	2662583	2663323	-	741	2539
b2533	NC_000913.3	2663442	2664245	+	804	1169
b2534	NC_000913.3	2664390	2665244	+	855	19
b2535	NC_000913.3	2665435	2666715	+	1281	2047
b2536	NC_000913.3	2666707	2667846	-	1140	457
b2537	NC_000913.3	2668006	2668896	-	891	3262
b4706	NC_000913.3	2668006	2668071	-	66	0
b2538	NC_000913.3	2669032	2670393	+	1362	835
b2539	NC_000913.3	2670390	2670908	+	519	116
b2540	NC_000913.3	2670908	2671228	+	321	90
b2541	NC_000913.3	2671225	2672037	+	813	134
b2542	NC_000913.3	2672047	2673249	+	1203	224
b2543	NC_000913.3	2673346	2673768	+	423	934
b2544	NC_000913.3	2673816	2674688	-	873	185
b2545	NC_000913.3	2674700	2675761	-	1062	189
b2546	NC_000913.3	2675827	2676825	-	999	56
b2547	NC_000913.3	2676850	2678361	-	1512	82
b2548	NC_000913.3	2678384	2679367	-	984	93
b2549	NC_000913.3	2679464	2682745	-	3282	110
b2550	NC_000913.3	2682863	2684056	+	1194	238
b2551	NC_000913.3	2684254	2685507	-	1254	11486
b2552	NC_000913.3	2685835	2687025	+	1191	175
b2553	NC_000913.3	2687070	2687408	-	339	910
b2554	NC_000913.3	2687469	2688803	-	1335	390
b2555	NC_000913.3	2688793	2689506	-	714	325
b2556	NC_000913.3	2689671	2691098	-	1428	783
b2557	NC_000913.3	2691656	2695543	-	3888	6921
b2558	NC_000913.3	2695801	2697357	+	1557	203
b2559	NC_000913.3	2697354	2697857	-	504	238
b2560	NC_000913.3	2697915	2698550	-	636	706
b2561	NC_000913.3	2698759	2699607	+	849	203
b2562	NC_000913.3	2699663	2699923	+	261	98
b4687	NC_000913.3	2700117	2700197	-	81	52
b2563	NC_000913.3	2700618	2700998	-	381	372
b2564	NC_000913.3	2700998	2701729	-	732	1242
b2565	NC_000913.3	2701741	2702469	-	729	383
b2566	NC_000913.3	2702481	2703386	-	906	1973
b2567	NC_000913.3	2703383	2704063	-	681	1689
b2568	NC_000913.3	2704335	2705309	-	975	3109
b2569	NC_000913.3	2705325	2707124	-	1800	4500
b2570	NC_000913.3	2707322	2707801	-	480	580
b2571	NC_000913.3	2707798	2708754	-	957	2278
b2572	NC_000913.3	2708754	2709404	-	651	5376
b2573	NC_000913.3	2709437	2710012	-	576	5808
b4725	NC_000913.3	2710009	2710164	-	156	916
b2574	NC_000913.3	2710420	2712042	+	1623	689
b2575	NC_000913.3	2712027	2712764	-	738	319
b2576	NC_000913.3	2712896	2714230	+	1335	1180
b2577	NC_000913.3	2714439	2715320	-	882	316
b2578	NC_000913.3	2715423	2716010	+	588	121
b2579	NC_000913.3	2716066	2716449	-	384	2871
b2580	NC_000913.3	2716754	2717443	+	690	593
b2581	NC_000913.3	2717491	2718528	-	1038	1186
b2582	NC_000913.3	2718735	2719154	+	420	618
b2583	NC_000913.3	2719223	2719921	+	699	92
b2584	NC_000913.3	2719953	2722613	+	2661	5438
b2585	NC_000913.3	2722727	2724082	+	1356	5057
b2586	NC_000913.3	2724128	2724451	+	324	56
b2587	NC_000913.3	2724448	2725746	-	1299	42420
b2592	NC_000913.3	2731600	2734173	-	2574	6248
b2593	NC_000913.3	2734303	2735034	-	732	666
b2594	NC_000913.3	2735031	2736011	-	981	1297
b2595	NC_000913.3	2736146	2736883	+	738	3494
b2597	NC_000913.3	2737154	2737495	+	342	10481
b2598	NC_000913.3	2737599	2737646	+	48	0
b2599	NC_000913.3	2737745	2738905	+	1161	8067
b2600	NC_000913.3	2738948	2740069	-	1122	2716
b2601	NC_000913.3	2740080	2741150	-	1071	3509
b2602	NC_000913.3	2741360	2741725	+	366	120
b2603	NC_000913.3	2741875	2742393	+	519	236
b2604	NC_000913.3	2742383	2743609	+	1227	241
b2605	NC_000913.3	2743625	2744107	+	483	204
b2606	NC_000913.3	2744183	2744530	-	348	6502
b2607	NC_000913.3	2744572	2745339	-	768	17144
b2608	NC_000913.3	2745370	2745918	-	549	15648
b2609	NC_000913.3	2745937	2746185	-	249	6220
b2610	NC_000913.3	2746434	2747795	-	1362	3123
b2611	NC_000913.3	2747962	2748753	+	792	749
b4461	NC_000913.3	2748774	2750060	+	1287	616
b2614	NC_000913.3	2750115	2750708	-	594	2826
b2615	NC_000913.3	2750831	2751709	+	879	849
b2616	NC_000913.3	2751795	2753456	+	1662	373
b2617	NC_000913.3	2753605	2753946	+	342	2010
b2618	NC_000913.3	2754008	2754298	-	291	167
b2619	NC_000913.3	2754288	2754764	-	477	806
b2620	NC_000913.3	2754896	2755378	+	483	895
b2622	NC_000913.3	2756159	2757400	+	1242	548
b2623	NC_000913.3	2757644	2758600	-	957	148
b2624	NC_000913.3	2758644	2758856	+	213	7
b2625	NC_000913.3	2758985	2760394	+	1410	28
b2626	NC_000913.3	2760547	2761173	+	627	14
b2627	NC_000913.3	2761351	2763540	-	2190	685
b2628	NC_000913.3	2763537	2765153	-	1617	691
b2629	NC_000913.3	2765513	2765776	-	264	14
b2630	NC_000913.3	2765918	2766991	+	1074	2156
b2631	NC_000913.3	2766984	2767355	+	372	505
b2632	NC_000913.3	2767710	2768573	+	864	55
b2633	NC_000913.3	2768665	2769486	+	822	26
b2634	NC_000913.3	2769703	2770404	+	702	5
b2635	NC_000913.3	2770445	2770681	+	237	2
b2636	NC_000913.3	2770681	2771124	+	444	5
b2637	NC_000913.3	2771148	2771615	+	468	15
b2638	NC_000913.3	2771840	2772154	-	315	142
b2641	NC_000913.3	2772167	2773182	-	1016	211
b2642	NC_000913.3	2773318	2775021	+	1704	55
b4644	NC_000913.3	2775545	2775816	+	272	2
b2643	NC_000913.3	2775919	2776377	+	459	1
b2644	NC_000913.3	2776386	2776868	+	483	5
b4548	NC_000913.3	2776877	2777077	+	201	3
b2645	NC_000913.3	2777115	2777432	+	318	10
b2646	NC_000913.3	2777453	2777782	+	330	7
b2647	NC_000913.3	2778146	2782726	-	4581	538
b2648	NC_000913.3	2783065	2783304	-	240	1
b2649	NC_000913.3	2783638	2784429	-	792	1
b2650	NC_000913.3	2784529	2785011	-	483	0
b4462	NC_000913.3	2786397	2788649	+	2253	7
b2659	NC_000913.3	2788985	2789962	+	978	331
b2660	NC_000913.3	2789982	2791250	+	1269	621
b2661	NC_000913.3	2791273	2792721	+	1449	1208
b2662	NC_000913.3	2792735	2794015	+	1281	1099
b2663	NC_000913.3	2794253	2795653	+	1401	277
b2664	NC_000913.3	2795674	2796336	+	663	532
b2665	NC_000913.3	2796337	2796786	-	450	6341
b2666	NC_000913.3	2796870	2797028	-	159	146
b2667	NC_000913.3	2797211	2797510	+	300	44
b2668	NC_000913.3	2797520	2798044	+	525	152
b2669	NC_000913.3	2798091	2798495	-	405	134
b2670	NC_000913.3	2799164	2799613	+	450	26
b2671	NC_000913.3	2799650	2799994	-	345	139
b2672	NC_000913.3	2800146	2800475	+	330	6059
b2673	NC_000913.3	2800723	2800968	+	246	420
b2674	NC_000913.3	2800965	2801375	+	411	295
b2675	NC_000913.3	2801348	2803492	+	2145	791
b2676	NC_000913.3	2803502	2804461	+	960	272
b2677	NC_000913.3	2804815	2806017	+	1203	219
b2678	NC_000913.3	2806010	2807074	+	1065	171
b2679	NC_000913.3	2807132	2808124	+	993	190
b2681	NC_000913.3	2808316	2809493	+	1178	195
b2682	NC_000913.3	2809617	2810354	+	738	869
b2683	NC_000913.3	2810344	2810679	+	336	198
b2684	NC_000913.3	2810770	2811300	+	531	1009
b2685	NC_000913.3	2811427	2812599	+	1173	426
b2686	NC_000913.3	2812616	2814154	+	1539	252
b2687	NC_000913.3	2814218	2814733	-	516	3641
b2688	NC_000913.3	2814883	2816439	-	1557	3623
b2689	NC_000913.3	2816512	2816940	-	429	556
b2690	NC_000913.3	2816937	2817503	-	567	597
b2696	NC_000913.3	2818961	2819146	-	186	9353
b2697	NC_000913.3	2819381	2822011	-	2631	10630
b2698	NC_000913.3	2822139	2822639	-	501	64
b2699	NC_000913.3	2822708	2823769	-	1062	2829
b2700	NC_000913.3	2823849	2824346	-	498	469
b2701	NC_000913.3	2824491	2825576	-	1086	402
b2702	NC_000913.3	2825832	2826395	+	564	40
b2703	NC_000913.3	2826392	2827351	+	960	50
b2704	NC_000913.3	2827362	2827733	+	372	7
b2705	NC_000913.3	2827737	2828516	+	780	90
b2706	NC_000913.3	2828621	2828980	+	360	22
b2707	NC_000913.3	2829047	2829820	+	774	426
b2708	NC_000913.3	2829813	2830778	+	966	351
b2709	NC_000913.3	2830775	2832289	-	1515	262
b2710	NC_000913.3	2832476	2833915	+	1440	133
b2711	NC_000913.3	2833912	2835045	+	1134	86
b2712	NC_000913.3	2835173	2837425	-	2253	289
b2713	NC_000913.3	2837578	2838105	-	528	54
b2714	NC_000913.3	2838254	2839264	-	1011	647
b2715	NC_000913.3	2839524	2840981	+	1458	168
b2716	NC_000913.3	2840990	2842414	+	1425	227
b2717	NC_000913.3	2842573	2843043	-	471	378
b2718	NC_000913.3	2843036	2843446	-	411	76
b2719	NC_000913.3	2843443	2844210	-	768	71
b2720	NC_000913.3	2844210	2844752	-	543	15
b2721	NC_000913.3	2844762	2846471	-	1710	35
b2722	NC_000913.3	2846489	2847412	-	924	6
b2723	NC_000913.3	2847415	2849241	-	1827	22
b2724	NC_000913.3	2849238	2849849	-	612	6
b2725	NC_000913.3	2849974	2850435	-	462	0
b2726	NC_000913.3	2850647	2850997	+	351	38
b2727	NC_000913.3	2851001	2851873	+	873	177
b2728	NC_000913.3	2851864	2852136	+	273	22
b2729	NC_000913.3	2852136	2853257	+	1122	300
b2730	NC_000913.3	2853254	2854264	+	1011	417
b2731	NC_000913.3	2854338	2856416	+	2079	564
b2732	NC_000913.3	2856453	2856806	-	354	63
b2733	NC_000913.3	2857093	2859654	+	2562	1279
b2734	NC_000913.3	2859760	2860416	+	657	12
b2735	NC_000913.3	2860467	2861234	-	768	527
b2736	NC_000913.3	2861430	2862338	+	909	24
b2737	NC_000913.3	2862335	2863501	+	1167	54
b2738	NC_000913.3	2863593	2864231	+	639	34
b2739	NC_000913.3	2864236	2865012	+	777	63
b2740	NC_000913.3	2865101	2866465	+	1365	132
b2741	NC_000913.3	2866559	2867551	-	993	36706
b2742	NC_000913.3	2867614	2868753	-	1140	14115
b2743	NC_000913.3	2868893	2869519	-	627	714
b2744	NC_000913.3	2869513	2870274	-	762	879
b2745	NC_000913.3	2870255	2871304	-	1050	1167
b2746	NC_000913.3	2871301	2871780	-	480	300
