# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-B" "-C" "-P" "--fracOverlap" "0.5" "-T" "1" "-s" "2" "-a" "all.gff" "-t" "CDS" "-g" "locus_tag" "-o" "PD_121_R15_S05#_cds.txt" "PD_121_R15_S05#.bam" 
Geneid	Chr	Start	End	Strand	Length	PD_121_R15_S05#.bam
b2156	NC_000913.3	2247063	2248532	-	1470	1213
b2157	NC_000913.3	2248737	2249618	-	882	371
b2158	NC_000913.3	2249717	2250766	+	1050	175
b2159	NC_000913.3	2250840	2251697	+	858	1476
b2160	NC_000913.3	2251700	2252788	+	1089	630
b2161	NC_000913.3	2252895	2254145	-	1251	45
b2162	NC_000913.3	2254245	2255186	-	942	9
b2163	NC_000913.3	2255355	2256014	+	660	24
b2164	NC_000913.3	2256085	2257335	-	1251	160
b2165	NC_000913.3	2257429	2258367	-	939	9
b2166	NC_000913.3	2258355	2259296	-	942	9
b2167	NC_000913.3	2259719	2261410	-	1692	1145
b2168	NC_000913.3	2261427	2262365	-	939	416
b2169	NC_000913.3	2262365	2263495	-	1131	142
b2170	NC_000913.3	2263863	2265044	+	1182	154
b4502	NC_000913.3	2265041	2265295	-	255	21
b2171	NC_000913.3	2265450	2266022	+	573	1152
b2172	NC_000913.3	2266245	2267711	+	1467	65
b2173	NC_000913.3	2267829	2268815	+	987	390
b2174	NC_000913.3	2268854	2269567	+	714	73
b2175	NC_000913.3	2269979	2270545	+	567	1518
b2176	NC_000913.3	2270726	2272282	+	1557	516
b2177	NC_000913.3	2272364	2274178	+	1815	853
b2178	NC_000913.3	2274179	2275273	+	1095	264
b2179	NC_000913.3	2275273	2276298	+	1026	387
b2180	NC_000913.3	2276300	2277889	+	1590	661
b2181	NC_000913.3	2277893	2278237	-	345	3045
b2182	NC_000913.3	2278570	2279760	-	1191	866
b2183	NC_000913.3	2279788	2280483	-	696	1267
b2184	NC_000913.3	2280632	2282392	+	1761	525
b2185	NC_000913.3	2282517	2282801	+	285	8346
b2186	NC_000913.3	2282940	2283947	-	1008	1771
b2187	NC_000913.3	2284129	2284356	+	228	989
b2188	NC_000913.3	2284376	2286136	+	1761	2520
b2190	NC_000913.3;NC_000913.3	2286390;2290114	2288914;2290180	-;-	2592	977
b2192	NC_000913.3	2289065	2290081	-	1017	1319
b2193	NC_000913.3	2290500	2291147	+	648	705
b2194	NC_000913.3	2291358	2292410	-	1053	156
b2195	NC_000913.3	2292407	2292964	-	558	73
b2196	NC_000913.3	2292961	2294904	-	1944	236
b2197	NC_000913.3	2294901	2295380	-	480	176
b2198	NC_000913.3	2295377	2295586	-	210	19
b2199	NC_000913.3	2295583	2296320	-	738	150
b2200	NC_000913.3	2296362	2297024	-	663	81
b2201	NC_000913.3	2297021	2297644	-	624	219
b2202	NC_000913.3	2297657	2298259	-	603	214
b2203	NC_000913.3	2298269	2298718	-	450	30
b2204	NC_000913.3	2298715	2299578	-	864	21
b2205	NC_000913.3	2299565	2300260	-	696	26
b2206	NC_000913.3	2300267	2302753	-	2487	125
b2207	NC_000913.3	2302750	2303013	-	264	4
b2208	NC_000913.3	2303003	2303497	-	495	31
b4604	NC_000913.3	2303606	2303770	+	165	0
b2209	NC_000913.3	2303905	2304393	+	489	418
b2210	NC_000913.3	2305108	2306754	-	1647	522
b2211	NC_000913.3	2306972	2308615	-	1644	1216
b2212	NC_000913.3	2308691	2309341	-	651	282
b2213	NC_000913.3	2309341	2310405	-	1065	777
b2214	NC_000913.3	2310479	2311534	-	1056	185
b2215	NC_000913.3	2311646	2312749	-	1104	94937
b2216	NC_000913.3	2313488	2316160	+	2673	4745
b2217	NC_000913.3	2316177	2316827	+	651	4908
b2218	NC_000913.3	2317027	2319876	-	2850	2130
b2219	NC_000913.3	2320043	2321869	+	1827	105
b2220	NC_000913.3	2321866	2323251	+	1386	171
b2221	NC_000913.3	2323447	2324109	+	663	16
b2222	NC_000913.3	2324109	2324759	+	651	3
b2223	NC_000913.3	2324756	2326078	+	1323	33
b2224	NC_000913.3	2326109	2327293	+	1185	89
b2225	NC_000913.3	2327367	2328143	-	777	57
b2226	NC_000913.3	2328148	2329797	-	1650	126
b4500	NC_000913.3	2329798	2334402	-	4605	209
b2229	NC_000913.3	2334336	2334959	-	624	3
b2230	NC_000913.3	2334956	2336644	-	1689	60
b2231	NC_000913.3	2336793	2339420	-	2628	6887
b2232	NC_000913.3	2339567	2340289	+	723	1143
b2233	NC_000913.3	2340417	2344169	-	3753	808
b4605	NC_000913.3	2344594	2344737	-	144	1
b2234	NC_000913.3	2344865	2347150	+	2286	2860
b2235	NC_000913.3	2347384	2348514	+	1131	1791
b2236	NC_000913.3	2348514	2348768	+	255	198
b2237	NC_000913.3	2348822	2349472	-	651	959
b2238	NC_000913.3	2349687	2349893	+	207	1
b2239	NC_000913.3	2349935	2351011	-	1077	739
b2240	NC_000913.3	2351016	2352374	-	1359	134
b2241	NC_000913.3	2352647	2354275	+	1629	11
b2242	NC_000913.3	2354265	2355524	+	1260	33
b2243	NC_000913.3	2355521	2356711	+	1191	40
b2244	NC_000913.3	2356904	2357803	+	900	327
b4543	NC_000913.3	2357816	2358001	+	186	338
b2245	NC_000913.3	2358042	2358845	-	804	89
b2246	NC_000913.3	2358863	2360152	-	1290	98
b2247	NC_000913.3	2360209	2361414	-	1206	10
b2248	NC_000913.3	2361429	2362211	-	783	10
b2249	NC_000913.3	2362431	2363633	-	1203	1548
b2250	NC_000913.3	2363733	2364275	-	543	83
b2251	NC_000913.3	2364554	2364979	+	426	61
b2252	NC_000913.3	2365018	2365620	-	603	24
b2253	NC_000913.3	2365910	2367067	+	1158	634
b2254	NC_000913.3	2367071	2368039	+	969	397
b2255	NC_000913.3	2368039	2370021	+	1983	1155
b2256	NC_000913.3	2370018	2370908	+	891	309
b2257	NC_000913.3	2370908	2372560	+	1653	396
b4544	NC_000913.3	2372557	2372892	+	336	162
b2258	NC_000913.3	2372892	2373278	+	387	69
b2259	NC_000913.3	2373272	2373538	-	267	55
b2260	NC_000913.3	2373648	2375003	-	1356	676
b2261	NC_000913.3	2375000	2375962	-	963	1181
b2262	NC_000913.3	2375962	2376819	-	858	1280
b2263	NC_000913.3	2376834	2377592	-	759	318
b2264	NC_000913.3	2377589	2379259	-	1671	894
b2265	NC_000913.3	2379348	2380643	-	1296	1961
b2266	NC_000913.3	2380722	2381027	-	306	15059
b2267	NC_000913.3	2381082	2381543	-	462	533
b2268	NC_000913.3	2381608	2382525	+	918	449
b2269	NC_000913.3	2382713	2383924	+	1212	27
b2270	NC_000913.3	2383995	2385722	-	1728	44
b2271	NC_000913.3	2385860	2386831	+	972	13
b2272	NC_000913.3	2386934	2387437	+	504	24
b2273	NC_000913.3	2387710	2388426	-	717	13
b2274	NC_000913.3	2388635	2389057	+	423	31
b2275	NC_000913.3	2389116	2389964	+	849	64
b2276	NC_000913.3	2390048	2391505	-	1458	4191
b2277	NC_000913.3	2391512	2393041	-	1530	4669
b2278	NC_000913.3	2393205	2395046	-	1842	3962
b2279	NC_000913.3	2395043	2395345	-	303	540
b2280	NC_000913.3	2395342	2395896	-	555	1582
b2281	NC_000913.3	2395908	2396450	-	543	1460
b2282	NC_000913.3	2396465	2397442	-	978	2674
b2283	NC_000913.3	2397439	2400165	-	2727	9358
b2284	NC_000913.3	2400218	2401555	-	1338	3931
b2285	NC_000913.3	2401552	2402052	-	501	2730
b2286	NC_000913.3	2402055	2403845	-	1791	7323
b2287	NC_000913.3	2403951	2404613	-	663	3950
b2288	NC_000913.3	2404629	2405072	-	444	3479
b2289	NC_000913.3	2405703	2406641	-	939	803
b2290	NC_000913.3	2407561	2408778	+	1218	3777
b2291	NC_000913.3	2408862	2409461	+	600	279
b2292	NC_000913.3	2409520	2411352	-	1833	529
b2293	NC_000913.3	2411439	2412089	-	651	1434
b2294	NC_000913.3	2412100	2412594	-	495	1550
b2295	NC_000913.3	2412677	2413132	-	456	1963
b2296	NC_000913.3	2413470	2414672	+	1203	2937
b2297	NC_000913.3	2414747	2416891	+	2145	2632
b2298	NC_000913.3	2417081	2418601	+	1521	76
b2299	NC_000913.3	2418634	2419176	-	543	1482
b2300	NC_000913.3	2419234	2419788	-	555	1354
b2301	NC_000913.3	2419841	2420485	-	645	956
b2302	NC_000913.3	2420621	2421268	+	648	1007
b2303	NC_000913.3	2421325	2421687	+	363	1525
b2304	NC_000913.3	2421708	2422601	+	894	2553
b2305	NC_000913.3	2422649	2423539	-	891	124
b2306	NC_000913.3	2423736	2424509	-	774	258
b2307	NC_000913.3	2424517	2425233	-	717	325
b2308	NC_000913.3	2425230	2425916	-	687	400
b2309	NC_000913.3	2426006	2426788	-	783	1429
b2310	NC_000913.3	2427009	2427791	-	783	1198
b2311	NC_000913.3	2428057	2428626	-	570	476
b2312	NC_000913.3	2428721	2430238	-	1518	5185
b2313	NC_000913.3	2430275	2430763	-	489	2329
b2314	NC_000913.3	2431022	2431684	-	663	1427
b2315	NC_000913.3	2431674	2432942	-	1269	1011
b2316	NC_000913.3	2433012	2433926	-	915	7119
b2317	NC_000913.3	2434082	2434741	-	660	1778
b2318	NC_000913.3	2434824	2435636	-	813	1749
b2319	NC_000913.3	2435636	2436649	-	1014	1656
b2320	NC_000913.3	2436715	2437851	-	1137	2771
b2321	NC_000913.3	2437950	2438945	+	996	688
b2322	NC_000913.3	2438942	2440120	-	1179	113
b2323	NC_000913.3	2440385	2441605	-	1221	20512
b2324	NC_000913.3	2441764	2443770	+	2007	1175
b2325	NC_000913.3	2443891	2444169	-	279	266
b2326	NC_000913.3	2444203	2444751	-	549	925
b2327	NC_000913.3	2444751	2445560	-	810	784
b2328	NC_000913.3	2445560	2446384	-	825	940
b2329	NC_000913.3	2446388	2447473	-	1086	2914
b2330	NC_000913.3	2447508	2448440	-	933	2717
b2331	NC_000913.3	2448606	2449157	+	552	770
b2332	NC_000913.3	2449228	2450049	-	822	1129
b2333	NC_000913.3	2450051	2450590	-	540	19
b2334	NC_000913.3	2450587	2451075	-	489	14
b2335	NC_000913.3	2451072	2451584	-	513	24
b2336	NC_000913.3	2451584	2452336	-	753	8
b4661	NC_000913.3	2452356	2455001	-	2646	287
b2339	NC_000913.3	2455083	2455646	-	564	2
b2340	NC_000913.3	2456327	2456812	-	486	2579
b2341	NC_000913.3	2457015	2459159	-	2145	686
b2342	NC_000913.3	2459159	2460469	-	1311	321
b2343	NC_000913.3	2460650	2460934	-	285	504
b2344	NC_000913.3	2461306	2462646	+	1341	928
b2345	NC_000913.3	2463012	2464070	+	1059	10
b2346	NC_000913.3	2464252	2465007	-	756	1801
b2347	NC_000913.3	2465301	2466233	+	933	720
b2349	NC_000913.3	2466545	2467702	+	1158	130
b2350	NC_000913.3	2467855	2468217	+	363	319
b2351	NC_000913.3	2468214	2469134	+	921	1150
b2352	NC_000913.3	2469131	2470462	+	1332	129
b2354	NC_000913.3	2471077	2471517	-	441	68
b2355	NC_000913.3	2471544	2472062	-	519	5
b2356	NC_000913.3	2472112	2472387	-	276	1
b2357	NC_000913.3	2472387	2472881	-	495	2
b2358	NC_000913.3	2472878	2473246	-	369	1
b2359	NC_000913.3	2473604	2473966	+	363	23
b2360	NC_000913.3	2474032	2474856	+	825	62
b2361	NC_000913.3	2474984	2475520	+	537	1
b2362	NC_000913.3	2475511	2475873	+	363	9
b2363	NC_000913.3	2475873	2476178	+	306	4
b4545	NC_000913.3	2476094	2476234	+	141	1
b4501	NC_000913.3	2476310	2476510	+	201	205
b2364	NC_000913.3	2476694	2477629	-	936	155
b2365	NC_000913.3	2477847	2479184	+	1338	65
b2366	NC_000913.3	2479202	2480530	+	1329	259
b2367	NC_000913.3	2480638	2482176	-	1539	22
b2368	NC_000913.3	2482176	2483339	-	1164	19
b2369	NC_000913.3	2483755	2484369	+	615	1076
b2370	NC_000913.3	2484374	2487967	+	3594	1140
b2371	NC_000913.3	2488023	2489168	-	1146	68
b2372	NC_000913.3	2489242	2490186	-	945	15
b2373	NC_000913.3	2490256	2491950	-	1695	25
b2374	NC_000913.3	2492004	2493254	-	1251	11
b2375	NC_000913.3	2493767	2494402	-	636	8
b2376	NC_000913.3	2494698	2494973	+	276	2
b2377	NC_000913.3	2495050	2495292	-	243	373
b2378	NC_000913.3	2495645	2496565	+	921	360
b4680	NC_000913.3	2496921	2496992	+	72	9
b2379	NC_000913.3	2497057	2498295	-	1239	1433
b2380	NC_000913.3	2498671	2500368	+	1698	382
b2381	NC_000913.3	2500383	2501117	+	735	474
b2382	NC_000913.3	2501130	2501987	+	858	278
b2383	NC_000913.3	2501990	2504485	-	2496	71
b2384	NC_000913.3	2504510	2505547	-	1038	43
b2385	NC_000913.3	2505547	2506632	-	1086	26
b2386	NC_000913.3	2506647	2507894	-	1248	18
b2387	NC_000913.3	2507916	2508242	-	327	0
b2388	NC_000913.3	2508461	2509426	-	966	1010
b2389	NC_000913.3	2509630	2510886	+	1257	385
b2390	NC_000913.3	2511001	2511327	+	327	813
b2392	NC_000913.3	2511468	2512706	-	1239	3012
b2393	NC_000913.3	2513042	2514244	+	1203	992
b2394	NC_000913.3	2514331	2515443	+	1113	582
b2395	NC_000913.3	2515643	2517832	-	2190	629
b2398	NC_000913.3	2518467	2518811	+	345	295
b2399	NC_000913.3	2518813	2519205	+	393	206
b2400	NC_000913.3	2519257	2520672	-	1416	5056
b2405	NC_000913.3	2521593	2522477	-	885	327
b2406	NC_000913.3	2522729	2523985	-	1257	135
b2407	NC_000913.3	2524045	2524878	-	834	27
b2408	NC_000913.3	2525127	2525891	+	765	141
b2409	NC_000913.3	2525930	2526856	-	927	142
b2410	NC_000913.3	2526946	2527944	+	999	1013
b4546	NC_000913.3	2527941	2528159	-	219	60
b2411	NC_000913.3	2528161	2530176	-	2016	1531
b2412	NC_000913.3	2530247	2531233	-	987	4046
b2413	NC_000913.3	2531463	2532224	+	762	866
b2414	NC_000913.3	2532409	2533380	+	972	25101
b2415	NC_000913.3	2533764	2534021	+	258	4796
b2416	NC_000913.3	2534066	2535793	+	1728	19612
b2417	NC_000913.3	2535834	2536343	+	510	13653
b2418	NC_000913.3	2536386	2537237	-	852	682
b2419	NC_000913.3	2537342	2537716	+	375	202
b2420	NC_000913.3	2537749	2538483	+	735	231
b2421	NC_000913.3	2538672	2539583	-	912	1241
b2422	NC_000913.3	2539717	2540814	-	1098	2906
b2423	NC_000913.3	2540804	2541679	-	876	1486
b2424	NC_000913.3	2541679	2542512	-	834	1155
b2425	NC_000913.3	2542512	2543528	-	1017	2663
b2426	NC_000913.3	2543832	2544623	-	792	372
b2427	NC_000913.3	2544752	2545609	-	858	117
b2428	NC_000913.3	2545773	2546669	+	897	105
b2429	NC_000913.3	2546673	2548097	+	1425	93
b2430	NC_000913.3	2548102	2549406	+	1305	91
b2431	NC_000913.3	2549646	2550545	-	900	1275
b2432	NC_000913.3	2550641	2551216	-	576	472
b2433	NC_000913.3	2551277	2551726	-	450	196
b2434	NC_000913.3	2551713	2552138	-	426	413
b2435	NC_000913.3	2552352	2553221	+	870	536
b2436	NC_000913.3	2553225	2554124	+	900	286
b2437	NC_000913.3	2554130	2555182	-	1053	208
b2438	NC_000913.3	2555228	2555728	-	501	103
b2439	NC_000913.3	2555741	2556400	-	660	105
b2440	NC_000913.3	2556410	2557297	-	888	136
b2441	NC_000913.3	2557318	2558679	-	1362	180
b2442	NC_000913.3	2558858	2560066	+	1209	538
b2443	NC_000913.3	2560257	2560898	+	642	195
b2444	NC_000913.3	2561368	2561613	+	246	19
b2445	NC_000913.3	2561625	2561993	+	369	17
b2446	NC_000913.3	2562111	2562527	+	417	60
b2447	NC_000913.3	2562524	2563117	+	594	71
b2448	NC_000913.3	2563592	2563969	+	378	39
b2449	NC_000913.3	2563980	2564372	+	393	344
b2450	NC_000913.3	2564523	2565332	+	810	433
b2451	NC_000913.3	2565481	2566884	-	1404	86
b2452	NC_000913.3	2566881	2568107	-	1227	96
b2453	NC_000913.3	2568324	2569511	-	1188	18
b2454	NC_000913.3	2569501	2570337	-	837	11
b2455	NC_000913.3	2570348	2571751	-	1404	16
b2456	NC_000913.3	2571763	2572050	-	288	1
b2457	NC_000913.3	2572157	2572450	-	294	34
b2458	NC_000913.3	2572489	2573505	-	1017	56
b2459	NC_000913.3	2573502	2574305	-	804	13
b2460	NC_000913.3	2574302	2575003	-	702	13
b2461	NC_000913.3	2574978	2575457	-	480	7
b2462	NC_000913.3	2575470	2575805	-	336	6
b2463	NC_000913.3	2576098	2578377	-	2280	3885
b2464	NC_000913.3	2578666	2579616	+	951	10308
b2465	NC_000913.3	2579636	2581639	+	2004	19828
b2466	NC_000913.3	2581734	2582777	-	1044	1084
b2467	NC_000913.3	2582903	2583478	-	576	381
b2468	NC_000913.3	2583546	2585525	-	1980	205
b2469	NC_000913.3	2585731	2587431	+	1701	419
b2470	NC_000913.3	2587595	2590708	+	3114	323
b4606	NC_000913.3	2590807	2590866	-	60	1
b2471	NC_000913.3	2591247	2591603	+	357	259
b2472	NC_000913.3	2591607	2592734	+	1128	1297
b4547	NC_000913.3	2592762	2592962	+	201	301
b2473	NC_000913.3	2593072	2593770	-	699	595
b2474	NC_000913.3	2593844	2595859	-	2016	1021
b2475	NC_000913.3	2595874	2596737	-	864	1791
b2476	NC_000913.3	2596905	2597618	-	714	5163
b2477	NC_000913.3	2597831	2598865	-	1035	4019
b2478	NC_000913.3	2598882	2599760	-	879	8762
b2479	NC_000913.3	2599906	2600478	+	573	1672
b2480	NC_000913.3	2600478	2600948	+	471	2991
b2481	NC_000913.3	2601201	2601818	+	618	2
b2482	NC_000913.3	2601818	2603836	+	2019	76
b2483	NC_000913.3	2603847	2604794	+	948	4
b2484	NC_000913.3	2604811	2606250	+	1440	21
b2485	NC_000913.3	2606262	2606912	+	651	17
b2486	NC_000913.3	2606917	2608497	+	1581	68
b2487	NC_000913.3	2608487	2610154	+	1668	125
b2488	NC_000913.3	2610164	2610709	+	546	57
b2489	NC_000913.3	2610706	2611464	+	759	65
b2490	NC_000913.3	2611457	2611870	+	414	26
b2491	NC_000913.3	2611900	2613912	+	2013	87
b2492	NC_000913.3	2613934	2614782	+	849	92
b2493	NC_000913.3	2614820	2615881	-	1062	721
b2494	NC_000913.3	2616094	2617557	+	1464	2986
b2495	NC_000913.3	2617578	2617937	+	360	971
b2496	NC_000913.3	2618075	2618776	-	702	619
b2497	NC_000913.3	2618871	2620160	-	1290	694
b2498	NC_000913.3	2620246	2620872	-	627	2906
b2499	NC_000913.3	2621197	2622234	+	1038	5409
b2500	NC_000913.3	2622234	2622872	+	639	2456
b2501	NC_000913.3	2623044	2625110	+	2067	4282
b2502	NC_000913.3	2625115	2626656	+	1542	2594
b2503	NC_000913.3	2626695	2628938	-	2244	102
b2504	NC_000913.3	2629290	2629481	+	192	542
b2505	NC_000913.3	2629792	2630310	+	519	39
b2506	NC_000913.3	2630326	2630865	+	540	45
b2507	NC_000913.3	2630958	2632535	-	1578	18482
b2508	NC_000913.3	2632604	2634070	-	1467	18919
b2509	NC_000913.3	2634232	2635602	+	1371	2307
b2510	NC_000913.3	2635599	2635814	-	216	403
b2511	NC_000913.3	2635884	2637356	-	1473	3888
b2512	NC_000913.3	2637474	2638652	-	1179	4690
b2513	NC_000913.3	2638663	2639283	-	621	2177
b2514	NC_000913.3	2639301	2640575	-	1275	5257
b2515	NC_000913.3	2640686	2641804	-	1119	3096
b2516	NC_000913.3	2641831	2642844	-	1014	3572
b2517	NC_000913.3	2643129	2644283	-	1155	2049
b2518	NC_000913.3	2644433	2644864	-	432	1122
b2519	NC_000913.3	2645013	2647325	-	2313	382
b2520	NC_000913.3	2647326	2652287	-	4962	5148
b2521	NC_000913.3	2652494	2653339	+	846	1455
b2522	NC_000913.3	2654157	2654933	-	777	417
b2523	NC_000913.3	2655075	2656358	-	1284	843
b2524	NC_000913.3	2656536	2656736	-	201	504
b2525	NC_000913.3	2656748	2657083	-	336	759
b2526	NC_000913.3	2657085	2658935	-	1851	2545
b2527	NC_000913.3	2658952	2659467	-	516	919
b2528	NC_000913.3	2659563	2659886	-	324	4592
b2529	NC_000913.3	2659903	2660289	-	387	4200
b2530	NC_000913.3	2660317	2661531	-	1215	10101
b2531	NC_000913.3	2661643	2662131	-	489	3950
b2532	NC_000913.3	2662583	2663323	-	741	2500
b2533	NC_000913.3	2663442	2664245	+	804	1481
b2534	NC_000913.3	2664390	2665244	+	855	20
b2535	NC_000913.3	2665435	2666715	+	1281	1186
b2536	NC_000913.3	2666707	2667846	-	1140	243
b2537	NC_000913.3	2668006	2668896	-	891	385
b4706	NC_000913.3	2668006	2668071	-	66	0
b2538	NC_000913.3	2669032	2670393	+	1362	1042
b2539	NC_000913.3	2670390	2670908	+	519	204
b2540	NC_000913.3	2670908	2671228	+	321	153
b2541	NC_000913.3	2671225	2672037	+	813	216
b2542	NC_000913.3	2672047	2673249	+	1203	355
b2543	NC_000913.3	2673346	2673768	+	423	1061
b2544	NC_000913.3	2673816	2674688	-	873	171
b2545	NC_000913.3	2674700	2675761	-	1062	212
b2546	NC_000913.3	2675827	2676825	-	999	68
b2547	NC_000913.3	2676850	2678361	-	1512	67
b2548	NC_000913.3	2678384	2679367	-	984	58
b2549	NC_000913.3	2679464	2682745	-	3282	62
b2550	NC_000913.3	2682863	2684056	+	1194	261
b2551	NC_000913.3	2684254	2685507	-	1254	20612
b2552	NC_000913.3	2685835	2687025	+	1191	170
b2553	NC_000913.3	2687070	2687408	-	339	904
b2554	NC_000913.3	2687469	2688803	-	1335	547
b2555	NC_000913.3	2688793	2689506	-	714	489
b2556	NC_000913.3	2689671	2691098	-	1428	975
b2557	NC_000913.3	2691656	2695543	-	3888	11375
b2558	NC_000913.3	2695801	2697357	+	1557	247
b2559	NC_000913.3	2697354	2697857	-	504	317
b2560	NC_000913.3	2697915	2698550	-	636	1023
b2561	NC_000913.3	2698759	2699607	+	849	235
b2562	NC_000913.3	2699663	2699923	+	261	103
b4687	NC_000913.3	2700117	2700197	-	81	10
b2563	NC_000913.3	2700618	2700998	-	381	417
b2564	NC_000913.3	2700998	2701729	-	732	1449
b2565	NC_000913.3	2701741	2702469	-	729	673
b2566	NC_000913.3	2702481	2703386	-	906	2606
b2567	NC_000913.3	2703383	2704063	-	681	2166
b2568	NC_000913.3	2704335	2705309	-	975	3447
b2569	NC_000913.3	2705325	2707124	-	1800	5424
b2570	NC_000913.3	2707322	2707801	-	480	997
b2571	NC_000913.3	2707798	2708754	-	957	3779
b2572	NC_000913.3	2708754	2709404	-	651	7166
b2573	NC_000913.3	2709437	2710012	-	576	6046
b4725	NC_000913.3	2710009	2710164	-	156	897
b2574	NC_000913.3	2710420	2712042	+	1623	749
b2575	NC_000913.3	2712027	2712764	-	738	468
b2576	NC_000913.3	2712896	2714230	+	1335	1186
b2577	NC_000913.3	2714439	2715320	-	882	328
b2578	NC_000913.3	2715423	2716010	+	588	94
b2579	NC_000913.3	2716066	2716449	-	384	2833
b2580	NC_000913.3	2716754	2717443	+	690	667
b2581	NC_000913.3	2717491	2718528	-	1038	1475
b2582	NC_000913.3	2718735	2719154	+	420	651
b2583	NC_000913.3	2719223	2719921	+	699	152
b2584	NC_000913.3	2719953	2722613	+	2661	1782
b2585	NC_000913.3	2722727	2724082	+	1356	4277
b2586	NC_000913.3	2724128	2724451	+	324	50
b2587	NC_000913.3	2724448	2725746	-	1299	47838
b2592	NC_000913.3	2731600	2734173	-	2574	11030
b2593	NC_000913.3	2734303	2735034	-	732	946
b2594	NC_000913.3	2735031	2736011	-	981	1832
b2595	NC_000913.3	2736146	2736883	+	738	3621
b2597	NC_000913.3	2737154	2737495	+	342	921
b2598	NC_000913.3	2737599	2737646	+	48	0
b2599	NC_000913.3	2737745	2738905	+	1161	3768
b2600	NC_000913.3	2738948	2740069	-	1122	1609
b2601	NC_000913.3	2740080	2741150	-	1071	2875
b2602	NC_000913.3	2741360	2741725	+	366	137
b2603	NC_000913.3	2741875	2742393	+	519	350
b2604	NC_000913.3	2742383	2743609	+	1227	329
b2605	NC_000913.3	2743625	2744107	+	483	281
b2606	NC_000913.3	2744183	2744530	-	348	9696
b2607	NC_000913.3	2744572	2745339	-	768	25009
b2608	NC_000913.3	2745370	2745918	-	549	21360
b2609	NC_000913.3	2745937	2746185	-	249	8466
b2610	NC_000913.3	2746434	2747795	-	1362	4035
b2611	NC_000913.3	2747962	2748753	+	792	1122
b4461	NC_000913.3	2748774	2750060	+	1287	820
b2614	NC_000913.3	2750115	2750708	-	594	3513
b2615	NC_000913.3	2750831	2751709	+	879	1257
b2616	NC_000913.3	2751795	2753456	+	1662	416
b2617	NC_000913.3	2753605	2753946	+	342	2375
b2618	NC_000913.3	2754008	2754298	-	291	170
b2619	NC_000913.3	2754288	2754764	-	477	788
b2620	NC_000913.3	2754896	2755378	+	483	1022
b2622	NC_000913.3	2756159	2757400	+	1242	665
b2623	NC_000913.3	2757644	2758600	-	957	169
b2624	NC_000913.3	2758644	2758856	+	213	6
b2625	NC_000913.3	2758985	2760394	+	1410	26
b2626	NC_000913.3	2760547	2761173	+	627	11
b2627	NC_000913.3	2761351	2763540	-	2190	944
b2628	NC_000913.3	2763537	2765153	-	1617	919
b2629	NC_000913.3	2765513	2765776	-	264	21
b2630	NC_000913.3	2765918	2766991	+	1074	2543
b2631	NC_000913.3	2766984	2767355	+	372	616
b2632	NC_000913.3	2767710	2768573	+	864	62
b2633	NC_000913.3	2768665	2769486	+	822	29
b2634	NC_000913.3	2769703	2770404	+	702	3
b2635	NC_000913.3	2770445	2770681	+	237	3
b2636	NC_000913.3	2770681	2771124	+	444	16
b2637	NC_000913.3	2771148	2771615	+	468	18
b2638	NC_000913.3	2771840	2772154	-	315	176
b2641	NC_000913.3	2772167	2773182	-	1016	278
b2642	NC_000913.3	2773318	2775021	+	1704	104
b4644	NC_000913.3	2775545	2775816	+	272	2
b2643	NC_000913.3	2775919	2776377	+	459	1
b2644	NC_000913.3	2776386	2776868	+	483	5
b4548	NC_000913.3	2776877	2777077	+	201	3
b2645	NC_000913.3	2777115	2777432	+	318	1
b2646	NC_000913.3	2777453	2777782	+	330	16
b2647	NC_000913.3	2778146	2782726	-	4581	719
b2648	NC_000913.3	2783065	2783304	-	240	0
b2649	NC_000913.3	2783638	2784429	-	792	3
b2650	NC_000913.3	2784529	2785011	-	483	2
b4462	NC_000913.3	2786397	2788649	+	2253	7
b2659	NC_000913.3	2788985	2789962	+	978	109
b2660	NC_000913.3	2789982	2791250	+	1269	799
b2661	NC_000913.3	2791273	2792721	+	1449	1897
b2662	NC_000913.3	2792735	2794015	+	1281	1865
b2663	NC_000913.3	2794253	2795653	+	1401	389
b2664	NC_000913.3	2795674	2796336	+	663	505
b2665	NC_000913.3	2796337	2796786	-	450	10482
b2666	NC_000913.3	2796870	2797028	-	159	246
b2667	NC_000913.3	2797211	2797510	+	300	65
b2668	NC_000913.3	2797520	2798044	+	525	187
b2669	NC_000913.3	2798091	2798495	-	405	222
b2670	NC_000913.3	2799164	2799613	+	450	21
b2671	NC_000913.3	2799650	2799994	-	345	468
b2672	NC_000913.3	2800146	2800475	+	330	8340
b2673	NC_000913.3	2800723	2800968	+	246	781
b2674	NC_000913.3	2800965	2801375	+	411	518
b2675	NC_000913.3	2801348	2803492	+	2145	1430
b2676	NC_000913.3	2803502	2804461	+	960	503
b2677	NC_000913.3	2804815	2806017	+	1203	253
b2678	NC_000913.3	2806010	2807074	+	1065	166
b2679	NC_000913.3	2807132	2808124	+	993	154
b2681	NC_000913.3	2808316	2809493	+	1178	329
b2682	NC_000913.3	2809617	2810354	+	738	1134
b2683	NC_000913.3	2810344	2810679	+	336	233
b2684	NC_000913.3	2810770	2811300	+	531	1715
b2685	NC_000913.3	2811427	2812599	+	1173	708
